Date,Close
10/18/2024 16:00:00,158.4
10/21/2024 16:00:00,157.71
10/22/2024 16:00:00,157.46
10/23/2024 16:00:00,155.89
10/24/2024 16:00:00,156.4
10/25/2024 16:00:00,156.15
10/28/2024 16:00:00,156.84
10/29/2024 16:00:00,156.84
10/30/2024 16:00:00,156.27
10/31/2024 16:00:00,153.73
11/1/2024 16:00:00,154.35
11/4/2024 16:00:00,154.14
11/5/2024 16:00:00,155.96
11/6/2024 16:00:00,158.36
11/7/2024 16:00:00,159.91
11/8/2024 16:00:00,159.88
11/11/2024 16:00:00,160.25
11/12/2024 16:00:00,159.18
11/13/2024 16:00:00,158.97
11/14/2024 16:00:00,158.31
11/15/2024 16:00:00,156.66
11/18/2024 16:00:00,157.39
11/19/2024 16:00:00,157.85
11/20/2024 16:00:00,157.76
11/21/2024 16:00:00,158.57
11/22/2024 16:00:00,159.26
11/25/2024 16:00:00,159.76
11/26/2024 16:00:00,160.05
11/27/2024 16:00:00,159.85
11/29/2024 13:15:00,161.14
12/2/2024 16:00:00,161.55
12/3/2024 16:00:00,161.72
12/4/2024 16:00:00,162.66
12/5/2024 16:00:00,162.67
12/6/2024 16:00:00,162.95
12/9/2024 16:00:00,162.02
12/10/2024 16:00:00,161.33
12/11/2024 16:00:00,162.59
12/12/2024 16:00:00,161.54
12/13/2024 16:00:00,161.35
12/16/2024 16:00:00,161.7
12/17/2024 16:00:00,160
12/18/2024 16:00:00,155.38
12/19/2024 16:00:00,155.16
12/20/2024 16:00:00,156.36
12/23/2024 16:00:00,157.4
12/24/2024 13:00:00,158.77
12/26/2024 16:00:00,159.06
12/27/2024 16:00:00,157.6
12/30/2024 16:00:00,156.12
12/31/2024 16:00:00,155.5
1/2/2025 16:00:00,155.2
1/3/2025 16:00:00,156.98
1/6/2025 16:00:00,157.76
1/7/2025 16:00:00,156.41
1/8/2025 16:00:00,156.43
1/10/2025 16:00:00,154.25
1/13/2025 16:00:00,154.23
1/14/2025 16:00:00,154.43
1/15/2025 16:00:00,157.11
1/16/2025 16:00:00,157.14
1/17/2025 16:00:00,158.4
1/21/2025 16:00:00,160.27
1/22/2025 16:00:00,160.89
1/23/2025 16:00:00,161.87
1/24/2025 16:00:00,161.74
1/27/2025 16:00:00,159.98
1/28/2025 16:00:00,160.93
1/29/2025 16:00:00,160.41
1/30/2025 16:00:00,161.55
1/31/2025 16:00:00,160.66
2/3/2025 16:00:00,159.37
2/4/2025 16:00:00,160.64
2/5/2025 16:00:00,161.55
2/6/2025 16:00:00,162.06
2/7/2025 16:00:00,160.6
2/10/2025 16:00:00,161.68
2/11/2025 16:00:00,161.97
2/12/2025 16:00:00,161.83
2/13/2025 16:00:00,163.55
2/14/2025 16:00:00,163.56
2/18/2025 16:00:00,164.09
2/19/2025 16:00:00,164.03
2/20/2025 16:00:00,163.71
2/21/2025 16:00:00,161.28
2/24/2025 16:00:00,160.63
2/25/2025 16:00:00,160.41
2/26/2025 16:00:00,160.51
2/27/2025 16:00:00,158.06
2/28/2025 16:00:00,160
3/3/2025 16:00:00,158.29
3/4/2025 16:00:00,156.96
3/5/2025 16:00:00,159.24
3/6/2025 16:00:00,156.49
3/7/2025 16:00:00,157.64
3/10/2025 16:00:00,153.34
3/11/2025 16:00:00,152.43
3/12/2025 16:00:00,153.2
3/13/2025 16:00:00,151.24
3/14/2025 16:00:00,154.46
3/17/2025 16:00:00,155.87
3/18/2025 16:00:00,154.53
3/19/2025 16:00:00,155.93
3/20/2025 16:00:00,155.33
3/21/2025 16:00:00,155.23
3/24/2025 16:00:00,157.42
3/25/2025 16:00:00,157.78
3/26/2025 16:00:00,155.98
3/27/2025 16:00:00,155.58
3/28/2025 16:00:00,152.88
3/31/2025 16:00:00,153.18
4/1/2025 16:00:00,153.6
4/2/2025 16:00:00,154.63
4/3/2025 16:00:00,148.28
4/4/2025 16:00:00,139.25
4/7/2025 16:00:00,138.01
4/8/2025 16:00:00,136.3
4/9/2025 16:00:00,148.48
4/10/2025 16:00:00,144.1
4/11/2025 16:00:00,146.92
4/14/2025 16:00:00,148.27
4/15/2025 16:00:00,148.45
4/16/2025 16:00:00,146.04
4/17/2025 16:00:00,146.67
4/21/2025 16:00:00,143.98
4/22/2025 16:00:00,147.38
4/23/2025 16:00:00,149.22
4/24/2025 16:00:00,152.1
4/25/2025 16:00:00,153.05
4/28/2025 16:00:00,153.45
4/29/2025 16:00:00,154.18
4/30/2025 16:00:00,154.28
5/1/2025 16:00:00,154.78
5/2/2025 16:00:00,157.21
5/5/2025 16:00:00,156.63
5/6/2025 16:00:00,155.71
5/7/2025 16:00:00,156.03
5/8/2025 16:00:00,156.62
5/9/2025 16:00:00,156.78
5/12/2025 16:00:00,160.63
5/13/2025 16:00:00,161.62
5/14/2025 16:00:00,161.62
5/15/2025 16:00:00,162.51
5/16/2025 16:00:00,163.51
5/19/2025 16:00:00,163.93
5/20/2025 16:00:00,163.76
5/21/2025 16:00:00,161.61
5/22/2025 16:00:00,161.49
5/23/2025 16:00:00,160.96
5/27/2025 16:00:00,163.83
5/28/2025 16:00:00,162.77
5/29/2025 16:00:00,163.35
5/30/2025 16:00:00,163.31
6/2/2025 16:00:00,164.45
6/3/2025 16:00:00,164.92
6/4/2025 16:00:00,165.12
6/5/2025 16:00:00,164.44
6/6/2025 16:00:00,165.85
6/9/2025 16:00:00,165.93
6/10/2025 16:00:00,166.55
6/11/2025 16:00:00,166.17
6/12/2025 16:00:00,166.97
6/13/2025 16:00:00,165
6/16/2025 16:00:00,165.16
6/17/2025 16:00:00,163.64
6/18/2025 16:00:00,163.68
6/20/2025 16:00:00,163.02
6/23/2025 16:00:00,164.49
6/24/2025 16:00:00,166.41
6/25/2025 16:00:00,166.12
6/26/2025 16:00:00,167.7
6/27/2025 16:00:00,168.59
6/30/2025 16:00:00,169.38
7/1/2025 16:00:00,169.15
7/2/2025 16:00:00,169.87
7/3/2025 13:15:00,170.87
7/7/2025 16:00:00,169.47
7/8/2025 16:00:00,169.56
7/9/2025 16:00:00,170.7
7/10/2025 16:00:00,171.03
7/11/2025 16:00:00,170.11
7/14/2025 16:00:00,170.46
7/15/2025 16:00:00,169.47
7/16/2025 16:00:00,170
7/17/2025 16:00:00,170.95
7/18/2025 16:00:00,170.81
7/21/2025 16:00:00,171.22
7/22/2025 16:00:00,171.52
7/23/2025 16:00:00,173.49
7/24/2025 16:00:00,173.35
7/25/2025 16:00:00,173.75
7/28/2025 16:00:00,173
7/29/2025 16:00:00,172.63
7/30/2025 16:00:00,172.14
7/31/2025 16:00:00,171.1
8/1/2025 16:00:00,168.96
8/4/2025 16:00:00,171.42
8/5/2025 16:00:00,170.84
8/6/2025 16:00:00,172.19
8/7/2025 16:00:00,172.35
8/8/2025 16:00:00,173.63
8/11/2025 16:00:00,173.1
8/12/2025 16:00:00,175.12
8/13/2025 16:00:00,175.77
8/14/2025 16:00:00,175.6
8/15/2025 16:00:00,175.72
8/18/2025 16:00:00,175.52
8/19/2025 16:00:00,174.79
8/20/2025 16:00:00,174.67
8/21/2025 16:00:00,173.96
8/22/2025 16:00:00,176.56
8/25/2025 16:00:00,175.49
8/26/2025 16:00:00,175.94
8/27/2025 16:00:00,176.21
8/28/2025 16:00:00,176.92
8/29/2025 16:00:00,175.88
9/2/2025 16:00:00,174.55
9/3/2025 16:00:00,175.2
9/4/2025 16:00:00,176.66
9/5/2025 16:00:00,176.43
9/8/2025 16:00:00,177.26
9/9/2025 16:00:00,177.56
9/10/2025 16:00:00,177.86
9/11/2025 16:00:00,179.47
9/12/2025 16:00:00,179.25
9/15/2025 16:00:00,180.18
9/16/2025 16:00:00,180.01
9/17/2025 16:00:00,179.56
9/18/2025 16:00:00,180.5
9/19/2025 16:00:00,181.04
9/22/2025 16:00:00,181.71
9/23/2025 16:00:00,180.97
9/24/2025 16:00:00,180.16
9/25/2025 16:00:00,179.34
9/26/2025 16:00:00,180.3
9/29/2025 16:00:00,180.93
9/30/2025 16:00:00,181.56
10/1/2025 16:00:00,182.36
10/2/2025 16:00:00,182.64
10/3/2025 16:00:00,183.01
10/6/2025 16:00:00,183.61
10/7/2025 16:00:00,182.62
10/8/2025 16:00:00,183.52
10/9/2025 16:00:00,182.67
10/10/2025 16:00:00,178.2
10/13/2025 16:00:00,180.65
10/14/2025 16:00:00,180.77
10/15/2025 16:00:00,181.51
10/16/2025 16:00:00,180.88
10/17/2025 16:00:00,181.64
