Date,Close
10/18/2024 16:00:00,76.96
10/21/2024 16:00:00,76.47
10/22/2024 16:00:00,76.41
10/23/2024 16:00:00,76.24
10/24/2024 16:00:00,76.37
10/25/2024 16:00:00,76.24
10/28/2024 16:00:00,76.1
10/29/2024 16:00:00,76.16
10/30/2024 16:00:00,76.01
10/31/2024 16:00:00,75.9
11/1/2024 16:00:00,75.35
11/4/2024 16:00:00,75.71
11/5/2024 16:00:00,75.79
11/6/2024 16:00:00,75.2
11/7/2024 16:00:00,75.8
11/8/2024 16:00:00,75.88
11/11/2024 16:00:00,75.72
11/12/2024 16:00:00,75.28
11/13/2024 16:00:00,75.24
11/14/2024 16:00:00,75.17
11/15/2024 16:00:00,75.27
11/18/2024 16:00:00,75.4
11/19/2024 16:00:00,75.52
11/20/2024 16:00:00,75.41
11/21/2024 16:00:00,75.36
11/22/2024 16:00:00,75.41
11/25/2024 16:00:00,76.09
11/26/2024 16:00:00,75.96
11/27/2024 16:00:00,76.21
11/29/2024 13:15:00,76.48
12/2/2024 16:00:00,76.26
12/3/2024 16:00:00,76.12
12/4/2024 16:00:00,76.36
12/5/2024 16:00:00,76.36
12/6/2024 16:00:00,76.58
12/9/2024 16:00:00,76.4
12/10/2024 16:00:00,76.29
12/11/2024 16:00:00,76.15
12/12/2024 16:00:00,75.9
12/13/2024 16:00:00,75.6
12/16/2024 16:00:00,75.63
12/17/2024 16:00:00,75.62
12/18/2024 16:00:00,75
12/19/2024 16:00:00,74.73
12/20/2024 16:00:00,74.97
12/23/2024 16:00:00,74.74
12/24/2024 13:00:00,74.55
12/26/2024 16:00:00,74.67
12/27/2024 16:00:00,74.5
12/30/2024 16:00:00,74.83
12/31/2024 16:00:00,74.73
1/2/2025 16:00:00,74.76
1/3/2025 16:00:00,74.65
1/6/2025 16:00:00,74.56
1/7/2025 16:00:00,74.3
1/8/2025 16:00:00,74.42
1/10/2025 16:00:00,73.92
1/13/2025 16:00:00,73.78
1/14/2025 16:00:00,73.84
1/15/2025 16:00:00,74.5
1/16/2025 16:00:00,74.73
1/17/2025 16:00:00,74.7
1/21/2025 16:00:00,74.95
1/22/2025 16:00:00,74.76
1/23/2025 16:00:00,74.66
1/24/2025 16:00:00,74.79
1/27/2025 16:00:00,75.21
1/28/2025 16:00:00,75.24
1/29/2025 16:00:00,75.16
1/30/2025 16:00:00,75.28
1/31/2025 16:00:00,75.19
2/3/2025 16:00:00,74.95
2/4/2025 16:00:00,75.1
2/5/2025 16:00:00,75.45
2/6/2025 16:00:00,75.37
2/7/2025 16:00:00,75.12
2/10/2025 16:00:00,75.15
2/11/2025 16:00:00,75.01
2/12/2025 16:00:00,74.62
2/13/2025 16:00:00,75.03
2/14/2025 16:00:00,75.32
2/18/2025 16:00:00,75.03
2/19/2025 16:00:00,75.13
2/20/2025 16:00:00,75.28
2/21/2025 16:00:00,75.59
2/24/2025 16:00:00,75.72
2/25/2025 16:00:00,76.2
2/26/2025 16:00:00,76.34
2/27/2025 16:00:00,76.26
2/28/2025 16:00:00,76.59
3/3/2025 16:00:00,76.57
3/4/2025 16:00:00,76.43
3/5/2025 16:00:00,76.13
3/6/2025 16:00:00,76.04
3/7/2025 16:00:00,75.97
3/10/2025 16:00:00,76.34
3/11/2025 16:00:00,76.07
3/12/2025 16:00:00,75.87
3/13/2025 16:00:00,76.09
3/14/2025 16:00:00,75.91
3/17/2025 16:00:00,75.98
3/18/2025 16:00:00,76.1
3/19/2025 16:00:00,76.34
3/20/2025 16:00:00,76.4
3/21/2025 16:00:00,76.38
3/24/2025 16:00:00,76.02
3/25/2025 16:00:00,76.14
3/26/2025 16:00:00,75.99
3/27/2025 16:00:00,75.97
3/28/2025 16:00:00,76.41
3/31/2025 16:00:00,76.57
4/1/2025 16:00:00,76.53
4/2/2025 16:00:00,76.51
4/3/2025 16:00:00,77.05
4/4/2025 16:00:00,77.12
4/7/2025 16:00:00,76.25
4/8/2025 16:00:00,75.78
4/9/2025 16:00:00,75.87
4/10/2025 16:00:00,75.33
4/11/2025 16:00:00,75.05
4/14/2025 16:00:00,75.55
4/15/2025 16:00:00,75.81
4/16/2025 16:00:00,76.16
4/17/2025 16:00:00,76
4/21/2025 16:00:00,75.64
4/22/2025 16:00:00,75.7
4/23/2025 16:00:00,75.78
4/24/2025 16:00:00,76.26
4/25/2025 16:00:00,76.54
4/28/2025 16:00:00,76.77
4/29/2025 16:00:00,76.96
4/30/2025 16:00:00,77.02
5/1/2025 16:00:00,76.5
5/2/2025 16:00:00,76.12
5/5/2025 16:00:00,76.05
5/6/2025 16:00:00,76.2
5/7/2025 16:00:00,76.35
5/8/2025 16:00:00,75.9
5/9/2025 16:00:00,75.93
5/12/2025 16:00:00,75.63
5/13/2025 16:00:00,75.62
5/14/2025 16:00:00,75.38
5/15/2025 16:00:00,75.85
5/16/2025 16:00:00,75.87
5/19/2025 16:00:00,75.87
5/20/2025 16:00:00,75.82
5/21/2025 16:00:00,75.35
5/22/2025 16:00:00,75.35
5/23/2025 16:00:00,75.75
