Date,Close
10/18/2024 16:00:00,80.79
10/21/2024 16:00:00,80.62
10/22/2024 16:00:00,80.55
10/23/2024 16:00:00,79.87
10/24/2024 16:00:00,80.05
10/25/2024 16:00:00,79.96
10/28/2024 16:00:00,80.25
10/29/2024 16:00:00,80.39
10/30/2024 16:00:00,80.14
10/31/2024 16:00:00,78.61
11/1/2024 16:00:00,78.97
11/4/2024 16:00:00,78.84
11/5/2024 16:00:00,79.83
11/6/2024 16:00:00,81.83
11/7/2024 16:00:00,82.43
11/8/2024 16:00:00,82.82
11/11/2024 16:00:00,82.99
11/12/2024 16:00:00,82.71
11/13/2024 16:00:00,82.72
11/14/2024 16:00:00,82.19
11/15/2024 16:00:00,81.18
11/18/2024 16:00:00,81.48
11/19/2024 16:00:00,81.82
11/20/2024 16:00:00,81.87
11/21/2024 16:00:00,82.36
11/22/2024 16:00:00,82.76
11/25/2024 16:00:00,83.02
11/26/2024 16:00:00,83.46
11/27/2024 16:00:00,83.18
11/29/2024 13:15:00,83.65
12/2/2024 16:00:00,83.77
12/3/2024 16:00:00,83.9
12/4/2024 16:00:00,84.49
12/5/2024 16:00:00,84.3
12/6/2024 16:00:00,84.56
12/9/2024 16:00:00,84.03
12/10/2024 16:00:00,83.67
12/11/2024 16:00:00,84.41
12/12/2024 16:00:00,83.97
12/13/2024 16:00:00,83.95
12/16/2024 16:00:00,84.25
12/17/2024 16:00:00,83.62
12/18/2024 16:00:00,81.06
12/19/2024 16:00:00,80.97
12/20/2024 16:00:00,81.94
12/23/2024 16:00:00,82.47
12/24/2024 13:00:00,83.33
12/26/2024 16:00:00,83.39
12/27/2024 16:00:00,82.47
12/30/2024 16:00:00,81.54
12/31/2024 16:00:00,81.16
1/2/2025 16:00:00,81.06
1/3/2025 16:00:00,82.11
1/6/2025 16:00:00,82.61
1/7/2025 16:00:00,81.62
1/8/2025 16:00:00,81.72
1/10/2025 16:00:00,80.54
1/13/2025 16:00:00,80.63
1/14/2025 16:00:00,80.78
1/15/2025 16:00:00,82.2
1/16/2025 16:00:00,82.08
1/17/2025 16:00:00,82.96
1/21/2025 16:00:00,83.71
1/22/2025 16:00:00,84.2
1/23/2025 16:00:00,84.6
1/24/2025 16:00:00,84.36
1/27/2025 16:00:00,83.2
1/28/2025 16:00:00,83.91
1/29/2025 16:00:00,83.58
1/30/2025 16:00:00,84.04
1/31/2025 16:00:00,83.65
2/3/2025 16:00:00,83
2/4/2025 16:00:00,83.58
2/5/2025 16:00:00,83.99
2/6/2025 16:00:00,84.21
2/7/2025 16:00:00,83.43
2/10/2025 16:00:00,84.04
2/11/2025 16:00:00,83.99
2/12/2025 16:00:00,83.76
2/13/2025 16:00:00,84.61
2/14/2025 16:00:00,84.69
2/18/2025 16:00:00,84.92
2/19/2025 16:00:00,85.05
2/20/2025 16:00:00,84.59
2/21/2025 16:00:00,83.11
2/24/2025 16:00:00,82.66
2/25/2025 16:00:00,82.28
2/26/2025 16:00:00,82.34
2/27/2025 16:00:00,81.04
2/28/2025 16:00:00,82.25
3/3/2025 16:00:00,80.83
3/4/2025 16:00:00,79.83
3/5/2025 16:00:00,80.81
3/6/2025 16:00:00,79.2
3/7/2025 16:00:00,79.63
3/10/2025 16:00:00,77.38
3/11/2025 16:00:00,76.85
3/12/2025 16:00:00,77.3
3/13/2025 16:00:00,76.17
3/14/2025 16:00:00,77.82
3/17/2025 16:00:00,78.44
3/18/2025 16:00:00,77.28
3/19/2025 16:00:00,78.21
3/20/2025 16:00:00,78.01
3/21/2025 16:00:00,78.03
3/24/2025 16:00:00,79.5
3/25/2025 16:00:00,79.65
3/26/2025 16:00:00,78.68
3/27/2025 16:00:00,78.37
3/28/2025 16:00:00,76.84
3/31/2025 16:00:00,77.26
4/1/2025 16:00:00,77.5
4/2/2025 16:00:00,78.05
4/3/2025 16:00:00,74.22
4/4/2025 16:00:00,69.84
4/7/2025 16:00:00,69.63
4/8/2025 16:00:00,68.63
4/9/2025 16:00:00,75.16
4/10/2025 16:00:00,72.47
4/11/2025 16:00:00,73.79
4/14/2025 16:00:00,74.41
4/15/2025 16:00:00,74.29
4/16/2025 16:00:00,72.63
4/17/2025 16:00:00,72.78
4/21/2025 16:00:00,71.08
4/22/2025 16:00:00,72.86
4/23/2025 16:00:00,73.98
4/24/2025 16:00:00,75.68
4/25/2025 16:00:00,76.23
4/28/2025 16:00:00,76.29
4/29/2025 16:00:00,76.73
4/30/2025 16:00:00,76.82
5/1/2025 16:00:00,77.32
5/2/2025 16:00:00,78.5
5/5/2025 16:00:00,78.02
5/6/2025 16:00:00,77.42
5/7/2025 16:00:00,77.75
5/8/2025 16:00:00,78.2
5/9/2025 16:00:00,78.18
5/12/2025 16:00:00,80.76
5/13/2025 16:00:00,81.37
5/14/2025 16:00:00,81.47
5/15/2025 16:00:00,81.84
5/16/2025 16:00:00,82.41
5/19/2025 16:00:00,82.45
5/20/2025 16:00:00,82.16
5/21/2025 16:00:00,80.82
5/22/2025 16:00:00,80.83
5/23/2025 16:00:00,80.32
5/27/2025 16:00:00,81.87
5/28/2025 16:00:00,81.51
5/29/2025 16:00:00,81.81
5/30/2025 16:00:00,81.79
6/2/2025 16:00:00,82.13
6/3/2025 16:00:00,82.65
6/4/2025 16:00:00,82.71
6/5/2025 16:00:00,82.23
6/6/2025 16:00:00,83.1
6/9/2025 16:00:00,83.2
6/10/2025 16:00:00,83.59
6/11/2025 16:00:00,83.36
6/12/2025 16:00:00,83.68
6/13/2025 16:00:00,82.78
6/16/2025 16:00:00,83.32
6/17/2025 16:00:00,82.61
6/18/2025 16:00:00,82.6
6/20/2025 16:00:00,82.43
6/23/2025 16:00:00,83.22
6/24/2025 16:00:00,84.29
6/25/2025 16:00:00,84.24
6/26/2025 16:00:00,84.91
6/27/2025 16:00:00,85.3
6/30/2025 16:00:00,85.78
7/1/2025 16:00:00,85.66
7/2/2025 16:00:00,86.08
7/3/2025 13:15:00,86.74
7/7/2025 16:00:00,86.17
7/8/2025 16:00:00,86.06
7/9/2025 16:00:00,86.59
7/10/2025 16:00:00,86.81
7/11/2025 16:00:00,86.48
7/14/2025 16:00:00,86.68
7/15/2025 16:00:00,86.29
7/16/2025 16:00:00,86.59
7/17/2025 16:00:00,87.06
7/18/2025 16:00:00,87.08
7/21/2025 16:00:00,87.23
